Time,Temp,DHT,TMP,Humidity,DHT_Check
10015;28,71;27,00;30,42;14,00;0
20028;29,10;27,00;31,20;14,00;0
30042;28,99;27,00;30,99;14,00;0
40054;29,06;27,00;31,13;14,00;0
50066;29,11;27,00;31,22;14,00;0
60080;29,29;27,00;31,57;14,00;0
70091;29,06;27,00;31,13;14,00;0
80105;28,94;27,00;30,89;14,00;0
90119;29,20;27,00;31,39;14,00;0
100133;29,21;27,00;31,42;14,00;0
110146;29,11;27,00;31,21;14,00;0
120175;29,10;27,00;31,20;14,00;0
140226;29,32;27,00;31,65;14,00;0
150249;29,16;27,00;31,33;14,00;0
160274;29,35;27,00;31,70;14,00;0
170302;29,10;27,00;31,19;14,00;0
180328;29,23;27,00;31,46;14,00;0
190352;29,29;27,00;31,58;14,00;0
210399;29,88;28,00;31,77;14,00;0
220423;29,74;28,00;31,47;14,00;0
230446;29,87;28,00;31,74;14,00;0
240473;29,82;28,00;31,64;14,00;0
250499;29,86;28,00;31,72;14,00;0
260525;29,86;28,00;31,71;14,00;0
270552;29,85;28,00;31,69;14,00;0
280577;29,79;28,00;31,58;14,00;0
290601;30,02;28,00;32,04;14,00;0
300624;29,95;28,00;31,90;14,00;0
310648;30,10;28,00;32,20;14,00;0
320669;29,87;28,00;31,75;14,00;0
330692;30,01;28,00;32,02;14,00;0
340719;30,11;28,00;32,22;14,00;0
350743;30,08;28,00;32,15;14,00;0
360770;30,07;28,00;32,15;14,00;0
370792;30,01;28,00;32,03;14,00;0
380815;30,18;28,00;32,36;14,00;0
390844;30,06;28,00;32,11;14,00;0
400866;30,09;28,00;32,17;14,00;0
410892;30,05;28,00;32,10;14,00;0
420918;29,92;28,00;31,83;14,00;0
430940;29,99;28,00;31,98;14,00;0
440961;30,13;28,00;32,27;14,00;0
450982;30,09;28,00;32,19;14,00;0
461006;30,03;28,00;32,06;14,00;0
